code,description,last_updated
126845000,Neoplasm of sigmoid colon,2024-10-01
126846004,Neoplasm of appendix,2024-10-01
126846004,Neoplasm of appendix,2024-10-01
126847008,Neoplasm of rectum,2024-10-01
126847008,Neoplasm of rectum,2024-10-01
126848003,Neoplasm of rectosigmoid junction,2024-10-01
126848003,Neoplasm of rectosigmoid junction,2024-10-01
126849006,Neoplasm of anus,2024-10-01
126849006,Neoplasm of anus,2024-10-01
126850006,Neoplasm of anal canal,2024-10-01
126850006,Neoplasm of anal canal,2024-10-01
126851005,Neoplasm of liver,2024-10-01
126851005,Neoplasm of liver,2024-10-01
126852003,Neoplasm of intrahepatic bile ducts,2024-10-01
126852003,Neoplasm of intrahepatic bile ducts,2024-10-01
126853008,Neoplasm of biliary tract,2024-10-01
126853008,Neoplasm of biliary tract,2024-10-01
126854002,Neoplasm of gallbladder,2024-10-01
126854002,Neoplasm of gallbladder,2024-10-01
126855001,Neoplasm of extrahepatic bile ducts,2024-10-01
126855001,Neoplasm of extrahepatic bile ducts,2024-10-01
126856000,Neoplasm of cystic duct,2024-10-01
126856000,Neoplasm of cystic duct,2024-10-01
126857009,Neoplasm of common bile duct,2024-10-01
126857009,Neoplasm of common bile duct,2024-10-01
126858004,Neoplasm of ampulla of Vater,2024-10-01
126859007,Neoplasm of pancreas,2024-10-01
126859007,Neoplasm of pancreas,2024-10-01
126860002,Neoplasm of head of pancreas,2024-10-01
126860002,Neoplasm of head of pancreas,2024-10-01
126861003,Neoplasm of body of pancreas,2024-10-01
126861003,Neoplasm of body of pancreas,2024-10-01
126862005,Neoplasm of tail of pancreas,2024-10-01
126862005,Neoplasm of tail of pancreas,2024-10-01
126863000,Neoplasm of pancreatic duct,2024-10-01
126863000,Neoplasm of pancreatic duct,2024-10-01
126864006,Neoplasm of islets of Langerhans,2024-10-01
126865007,Neoplasm of the peritoneum,2024-10-01
126865007,Neoplasm of the peritoneum,2024-10-01
126866008,Neoplasm of parietal peritoneum,2024-10-01
126866008,Neoplasm of parietal peritoneum,2024-10-01
126867004,Neoplasm of pelvic peritoneum,2024-10-01
126867004,Neoplasm of pelvic peritoneum,2024-10-01
126868009,Neoplasm of rectouterine pouch,2024-10-01
126868009,Neoplasm of rectouterine pouch,2024-10-01
126869001,Neoplasm of the mesentery,2024-10-01
126869001,Neoplasm of the mesentery,2024-10-01
126870000,Neoplasm of the mesocolon,2024-10-01
126870000,Neoplasm of the mesocolon,2024-10-01
126871001,Neoplasm of the omentum,2024-10-01
126871001,Neoplasm of the omentum,2024-10-01
126872008,Neoplasm of the retroperitoneum,2024-10-01
126872008,Neoplasm of the retroperitoneum,2024-10-01
126873003,Neoplasm of periadrenal tissue,2024-10-01
126873003,Neoplasm of periadrenal tissue,2024-10-01
126874009,Neoplasm of perirenal tissue,2024-10-01
126874009,Neoplasm of perirenal tissue,2024-10-01
126875005,Neoplasm of retrocecal tissue,2024-10-01
126875005,Neoplasm of retrocecal tissue,2024-10-01
126876006,Neoplasm of mesothelial tissue of peritoneum,2024-10-01
126876006,Neoplasm of mesothelial tissue of peritoneum,2024-10-01
126877002,Disorder of glucose metabolism,2024-10-01
126877002,Disorder of glucose metabolism,2024-10-01
126878007,Persistent preputial frenulum,2024-10-01
126878007,Persistent preputial frenulum,2024-10-01
126879004,Neoplasm of urinary system,2024-10-01
126879004,Neoplasm of urinary system,2024-10-01
126880001,Neoplasm of kidney,2024-10-01
126880001,Neoplasm of kidney,2024-10-01
126881002,Neoplasm of renal pelvis,2024-10-01
126881002,Neoplasm of renal pelvis,2024-10-01
126882009,Neoplasm of ureter,2024-10-01
126882009,Neoplasm of ureter,2024-10-01
126883004,Neoplasm of urethra,2024-10-01
126883004,Neoplasm of urethra,2024-10-01
126884005,Neoplasm of paraurethral glands,2024-10-01
126884005,Neoplasm of paraurethral glands,2024-10-01
126885006,Neoplasm of bladder,2024-10-01
126885006,Neoplasm of bladder,2024-10-01
126886007,Neoplasm of trigone of urinary bladder,2024-10-01
126886007,Neoplasm of trigone of urinary bladder,2024-10-01
126887003,Neoplasm of apex of urinary bladder,2024-10-01
126887003,Neoplasm of apex of urinary bladder,2024-10-01
126888008,Neoplasm of lateral wall of urinary bladder,2024-10-01
126888008,Neoplasm of lateral wall of urinary bladder,2024-10-01
126889000,Neoplasm of anterior wall of urinary bladder,2024-10-01
126889000,Neoplasm of anterior wall of urinary bladder,2024-10-01
126890009,Neoplasm of posterior wall of urinary bladder,2024-10-01
126890009,Neoplasm of posterior wall of urinary bladder,2024-10-01
126891008,Neoplasm of urinary bladder neck,2024-10-01
126891008,Neoplasm of urinary bladder neck,2024-10-01
126892001,Neoplasm of ureteric orifice of urinary bladder,2024-10-01
126892001,Neoplasm of ureteric orifice of urinary bladder,2024-10-01
126893006,Neoplasm of urachus,2024-10-01
126893006,Neoplasm of urachus,2024-10-01
126895004,Neoplasm of male genital organ,2024-10-01
126895004,Neoplasm of male genital organ,2024-10-01
126896003,Neoplasm of penis,2024-10-01
126896003,Neoplasm of penis,2024-10-01
126897007,Neoplasm of prepuce,2024-10-01
126897007,Neoplasm of prepuce,2024-10-01
126898002,Neoplasm of glans penis,2024-10-01
126898002,Neoplasm of glans penis,2024-10-01
126899005,Neoplasm of body of penis,2024-10-01
126899005,Neoplasm of body of penis,2024-10-01
126900000,Neoplasm of testis,2024-10-01
126900000,Neoplasm of testis,2024-10-01
126901001,Neoplasm of undescended testis,2024-10-01
126901001,Neoplasm of undescended testis,2024-10-01
126902008,Neoplasm of epididymis,2024-10-01
126902008,Neoplasm of epididymis,2024-10-01
126903003,Neoplasm of vas deferens,2024-10-01
126903003,Neoplasm of vas deferens,2024-10-01
126904009,Neoplasm of spermatic cord,2024-10-01
126904009,Neoplasm of spermatic cord,2024-10-01
126905005,Neoplasm of scrotum,2024-10-01
126905005,Neoplasm of scrotum,2024-10-01
126906006,Neoplasm of prostate,2024-10-01
126906006,Neoplasm of prostate,2024-10-01
126907002,Neoplasm of female genital organ,2024-10-01
126907002,Neoplasm of female genital organ,2024-10-01
126908007,Neoplasm of uterus,2024-10-01
126908007,Neoplasm of uterus,2024-10-01
126909004,Neoplasm of body of uterus,2024-10-01
126909004,Neoplasm of body of uterus,2024-10-01
126910009,Neoplasm of myometrium,2024-10-01
126910009,Neoplasm of myometrium,2024-10-01
126911008,Neoplasm of isthmus of uterus,2024-10-01
126911008,Neoplasm of isthmus of uterus,2024-10-01
126912001,Neoplasm of endocervix,2024-10-01
126912001,Neoplasm of endocervix,2024-10-01
126913006,Neoplasm of exocervix,2024-10-01
126913006,Neoplasm of exocervix,2024-10-01
126914000,Neoplasm of fundus uteri,2024-10-01
126914000,Neoplasm of fundus uteri,2024-10-01
126915004,Neoplasm of uterine adnexa,2024-10-01
126915004,Neoplasm of uterine adnexa,2024-10-01
126916003,Neoplasm of fallopian tube,2024-10-01
126916003,Neoplasm of fallopian tube,2024-10-01
126917007,Neoplasm of broad ligament,2024-10-01
126917007,Neoplasm of broad ligament,2024-10-01
126918002,Neoplasm of parametrium,2024-10-01
126918002,Neoplasm of parametrium,2024-10-01
126919005,Neoplasm of round ligament of uterus,2024-10-01
126919005,Neoplasm of round ligament of uterus,2024-10-01
126920004,Neoplasm of placenta,2024-10-01
126920004,Neoplasm of placenta,2024-10-01
126921000,Neoplasm of vagina,2024-10-01
126921000,Neoplasm of vagina,2024-10-01
126922007,Neoplasm of vulva,2024-10-01
126922007,Neoplasm of vulva,2024-10-01
126923002,Neoplasm of labia majora,2024-10-01
126923002,Neoplasm of labia majora,2024-10-01
126924008,Neoplasm of labia minora,2024-10-01
126924008,Neoplasm of labia minora,2024-10-01
126925009,Neoplasm of clitoris,2024-10-01
126925009,Neoplasm of clitoris,2024-10-01
126926005,Neoplasm of breast,2024-10-01
126926005,Neoplasm of breast,2024-10-01
126927001,Neoplasm of female breast,2024-10-01
126927001,Neoplasm of female breast,2024-10-01
126928006,Neoplasm of nipple of female breast,2024-10-01
126928006,Neoplasm of nipple of female breast,2024-10-01
126929003,Neoplasm of areola of female breast,2024-10-01
126929003,Neoplasm of areola of female breast,2024-10-01
126930008,Neoplasm of central portion of female breast,2024-10-01
126930008,Neoplasm of central portion of female breast,2024-10-01
126931007,Neoplasm of upper inner quadrant of female breast,2024-10-01
126931007,Neoplasm of upper inner quadrant of female breast,2024-10-01
126932000,Neoplasm of lower inner quadrant of female breast,2024-10-01
126932000,Neoplasm of lower inner quadrant of female breast,2024-10-01
126933005,Neoplasm of upper outer quadrant of female breast,2024-10-01
126933005,Neoplasm of upper outer quadrant of female breast,2024-10-01
126934004,Neoplasm of lower outer quadrant of female breast,2024-10-01
126934004,Neoplasm of lower outer quadrant of female breast,2024-10-01
126935003,Neoplasm of axillary tail of female breast,2024-10-01
126935003,Neoplasm of axillary tail of female breast,2024-10-01
126936002,Neoplasm of ectopic female breast tissue,2024-10-01
126936002,Neoplasm of ectopic female breast tissue,2024-10-01
126937006,Neoplasm of male breast,2024-10-01
126937006,Neoplasm of male breast,2024-10-01
126938001,Neoplasm of nipple of male breast,2024-10-01
126938001,Neoplasm of nipple of male breast,2024-10-01
126939009,Neoplasm of areola of male breast,2024-10-01
126939009,Neoplasm of areola of male breast,2024-10-01
126940006,Neoplasm of ectopic male breast tissue,2024-10-01
126940006,Neoplasm of ectopic male breast tissue,2024-10-01
126941005,Subdural hemorrhage due to birth trauma,2024-10-01
126941005,Subdural hemorrhage due to birth trauma,2024-10-01
126943008,Separation anxiety,2024-10-01
126943008,Separation anxiety,2024-10-01
126944002,Hypoxic-ischemic brain injury,2024-10-01
126944002,Hypoxic-ischemic brain injury,2024-10-01
126945001,Perinatal anoxic-ischemic brain injury,2024-10-01
126945001,Perinatal anoxic-ischemic brain injury,2024-10-01
126946000,Excessive cerumen in ear canal,2024-10-01
126946000,Excessive cerumen in ear canal,2024-10-01
126947009,Cerebellopontine angle tumor,2024-10-01
126947009,Cerebellopontine angle tumor,2024-10-01
126948004,Cerebellopontine angle meningioma,2024-10-01
126948004,Cerebellopontine angle meningioma,2024-10-01
126949007,Acoustic neuroma,2024-10-01
126949007,Acoustic neuroma,2024-10-01
126950007,Neoplasm of nervous system,2024-10-01
126950007,Neoplasm of nervous system,2024-10-01
126951006,Neoplasm of central nervous system,2024-10-01
126951006,Neoplasm of central nervous system,2024-10-01
126952004,Neoplasm of brain,2024-10-01
126952004,Neoplasm of brain,2024-10-01
126953009,Neoplasm of cerebrum,2024-10-01
126953009,Neoplasm of cerebrum,2024-10-01
126954003,Neoplasm of frontal lobe,2024-10-01
126954003,Neoplasm of frontal lobe,2024-10-01
126955002,Neoplasm of temporal lobe,2024-10-01
126955002,Neoplasm of temporal lobe,2024-10-01
126956001,Neoplasm of parietal lobe,2024-10-01
126956001,Neoplasm of parietal lobe,2024-10-01
126957005,Neoplasm of occipital lobe,2024-10-01
126957005,Neoplasm of occipital lobe,2024-10-01
126958000,Neoplasm of cerebral ventricle,2024-10-01
126958000,Neoplasm of cerebral ventricle,2024-10-01
126958000,Neoplasm of cerebral ventricle,2024-10-01
126959008,Neoplasm of cerebral meninges,2024-10-01
126959008,Neoplasm of cerebral meninges,2024-10-01
126960003,Neoplasm of cerebellum,2024-10-01
126960003,Neoplasm of cerebellum,2024-10-01
126961004,Neoplasm of brain stem,2024-10-01
126961004,Neoplasm of brain stem,2024-10-01
126962006,Neoplasm of spinal cord,2024-10-01
126962006,Neoplasm of spinal cord,2024-10-01
126963001,Neoplasm of cauda equina,2024-10-01
126963001,Neoplasm of cauda equina,2024-10-01
126964007,Neoplasm of spinal meninges,2024-10-01
126964007,Neoplasm of spinal meninges,2024-10-01
126965008,Neoplasm of meninges,2024-10-01
126965008,Neoplasm of meninges,2024-10-01
126966009,Neoplasm of cranial nerve,2024-10-01
126966009,Neoplasm of cranial nerve,2024-10-01
126967000,Neoplasm of olfactory nerve,2024-10-01
126967000,Neoplasm of olfactory nerve,2024-10-01
126968005,Neoplasm of optic nerve,2024-10-01
126968005,Neoplasm of optic nerve,2024-10-01
126969002,Neoplasm of oculomotor nerve,2024-10-01
126969002,Neoplasm of oculomotor nerve,2024-10-01
126970001,Neoplasm of trochlear nerve,2024-10-01
126970001,Neoplasm of trochlear nerve,2024-10-01
126971002,Neoplasm of trigeminal nerve,2024-10-01
126971002,Neoplasm of trigeminal nerve,2024-10-01
126972009,Neoplasm of abducens nerve,2024-10-01
126972009,Neoplasm of abducens nerve,2024-10-01
126973004,Neoplasm of facial nerve,2024-10-01
126973004,Neoplasm of facial nerve,2024-10-01
126974005,Neoplasm of acoustic nerve,2024-10-01
126974005,Neoplasm of acoustic nerve,2024-10-01
126975006,Neoplasm of glossopharyngeal nerve,2024-10-01
126975006,Neoplasm of glossopharyngeal nerve,2024-10-01
126976007,Neoplasm of vagus nerve,2024-10-01
126976007,Neoplasm of vagus nerve,2024-10-01
126977003,Neoplasm of accessory nerve,2024-10-01
126977003,Neoplasm of accessory nerve,2024-10-01
126978008,Neoplasm of hypoglossal nerve,2024-10-01
126978008,Neoplasm of hypoglossal nerve,2024-10-01
126979000,Neoplasm of autonomic nerve,2024-10-01
126979000,Neoplasm of autonomic nerve,2024-10-01
126980002,Neoplasm of peripheral nerve,2024-10-01
126980002,Neoplasm of peripheral nerve,2024-10-01
126981003,Neoplasm of peripheral nerve of head AND/OR neck,2024-10-01
126982005,Neoplasm of peripheral nerves of head,2024-10-01
126982005,Neoplasm of peripheral nerves of head,2024-10-01
126983000,Neoplasm of peripheral nerves of face,2024-10-01
126983000,Neoplasm of peripheral nerves of face,2024-10-01
126984006,Neoplasm of peripheral nerves of neck,2024-10-01
126984006,Neoplasm of peripheral nerves of neck,2024-10-01
126986008,Neoplasm of peripheral nerves of upper limb,2024-10-01
126986008,Neoplasm of peripheral nerves of upper limb,2024-10-01
126987004,Neoplasm of peripheral nerves of shoulder,2024-10-01
126987004,Neoplasm of peripheral nerves of shoulder,2024-10-01
126989001,Neoplasm of peripheral nerves of lower limb,2024-10-01
126989001,Neoplasm of peripheral nerves of lower limb,2024-10-01
126990005,Neoplasm of peripheral nerves of hip,2024-10-01
126990005,Neoplasm of peripheral nerves of hip,2024-10-01
126991009,Neoplasm of peripheral nerves of thorax,2024-10-01
126991009,Neoplasm of peripheral nerves of thorax,2024-10-01
126992002,Neoplasm of peripheral nerves of abdomen,2024-10-01
126992002,Neoplasm of peripheral nerves of abdomen,2024-10-01
126993007,Neoplasm of peripheral nerves of pelvis,2024-10-01
126993007,Neoplasm of peripheral nerves of pelvis,2024-10-01
126993007,Neoplasm of peripheral nerves of pelvis,2024-10-01
126994001,Neoplasm of peripheral nerves of trunk,2024-10-01
126994001,Neoplasm of peripheral nerves of trunk,2024-10-01
126995000,Neoplasm of eye,2024-10-01
126995000,Neoplasm of eye,2024-10-01
126996004,Neoplasm of conjunctiva,2024-10-01
126996004,Neoplasm of conjunctiva,2024-10-01
126997008,Neoplasm of cornea,2024-10-01
126997008,Neoplasm of cornea,2024-10-01
126998003,Neoplasm of ciliary body,2024-10-01
126998003,Neoplasm of ciliary body,2024-10-01
126999006,Neoplasm of sclera,2024-10-01
126999006,Neoplasm of sclera,2024-10-01
127000009,Neoplasm of uveal tract,2024-10-01
127000009,Neoplasm of uveal tract,2024-10-01
127001008,Neoplasm of choroid,2024-10-01
127001008,Neoplasm of choroid,2024-10-01
127002001,Neoplasm of retina,2024-10-01
127002001,Neoplasm of retina,2024-10-01
127003006,Neoplasm of orbit,2024-10-01
127003006,Neoplasm of orbit,2024-10-01
127004000,Neoplasm of lacrimal gland,2024-10-01
127004000,Neoplasm of lacrimal gland,2024-10-01
127005004,Neoplasm of lacrimal duct,2024-10-01
127005004,Neoplasm of lacrimal duct,2024-10-01
127006003,Neoplasm of middle ear,2024-10-01
127006003,Neoplasm of middle ear,2024-10-01
127008002,Neoplasm of mastoid air cells,2024-10-01
127008002,Neoplasm of mastoid air cells,2024-10-01
127009005,Disorder of endocrine receptor,2024-10-01
127009005,Disorder of endocrine receptor,2024-10-01
127011001,Diabetic sensory polyneuropathy,2024-10-01
127011001,Diabetic sensory polyneuropathy,2024-10-01
127011001,Diabetic sensory polyneuropathy,2024-10-01
127012008,Lipoatrophic diabetes,2024-10-01
127012008,Lipoatrophic diabetes,2024-10-01
127013003,Diabetic renal disease,2024-10-01
127013003,Diabetic renal disease,2024-10-01
127014009,Diabetic peripheral angiopathy,2024-10-01
127014009,Diabetic peripheral angiopathy,2024-10-01
127015005,Neoplasm of endocrine gland,2024-10-01
127015005,Neoplasm of endocrine gland,2024-10-01
127016006,Neoplasm of multiple endocrine glands,2024-10-01
127016006,Neoplasm of multiple endocrine glands,2024-10-01
127018007,Neoplasm of thyroid gland,2024-10-01
127018007,Neoplasm of thyroid gland,2024-10-01
127019004,Neoplasm of thyroglossal duct,2024-10-01
127019004,Neoplasm of thyroglossal duct,2024-10-01
127020005,Neoplasm of parathyroid gland,2024-10-01
127020005,Neoplasm of parathyroid gland,2024-10-01
127021009,Neoplasm of adrenal gland,2024-10-01
127021009,Neoplasm of adrenal gland,2024-10-01
127022002,Neoplasm of adrenal cortex,2024-10-01
127022002,Neoplasm of adrenal cortex,2024-10-01
127023007,Neoplasm of adrenal medulla,2024-10-01
127023007,Neoplasm of adrenal medulla,2024-10-01
127024001,Neoplasm of pituitary gland,2024-10-01
127024001,Neoplasm of pituitary gland,2024-10-01
127025000,Neoplasm of craniopharyngeal duct,2024-10-01
127025000,Neoplasm of craniopharyngeal duct,2024-10-01
127026004,Neoplasm of pineal gland,2024-10-01
127026004,Neoplasm of pineal gland,2024-10-01
127027008,Neoplasm of paraganglion,2024-10-01
127027008,Neoplasm of paraganglion,2024-10-01
127028003,Neoplasm of carotid body,2024-10-01
127028003,Neoplasm of carotid body,2024-10-01
127029006,Neoplasm of aortic body,2024-10-01
127029006,Neoplasm of aortic body,2024-10-01
127030001,Neoplasm of glomus jugulare,2024-10-01
127030001,Neoplasm of glomus jugulare,2024-10-01
127031002,Neoplasm of para-aortic body,2024-10-01
127031002,Neoplasm of para-aortic body,2024-10-01
127032009,Neoplasm of coccygeal body,2024-10-01
127032009,Neoplasm of coccygeal body,2024-10-01
127033004,Abnormally increased cellular element of blood,2024-10-01
127033004,Abnormally increased cellular element of blood,2024-10-01
127034005,Pancytopenia,2024-10-01
127034005,Pancytopenia,2024-10-01
127035006,Bone marrow disorder,2024-10-01
127035006,Bone marrow disorder,2024-10-01
127036007,Cytochrome b>3< deficiency,2024-10-01
127036007,Cytochrome b>3< deficiency,2024-10-01
127037003,Toxic methemoglobinemia with cyanosis,2024-10-01
127037003,Toxic methemoglobinemia with cyanosis,2024-10-01
127038008,Hereditary hemoglobinopathy due to globin chain mutation,2024-10-01
127038008,Hereditary hemoglobinopathy due to globin chain mutation,2024-10-01
127039000,Acquired hemoglobinopathy,2024-10-01
127039000,Acquired hemoglobinopathy,2024-10-01
127040003,Sickle cell anemia,2024-10-01
127040003,Sickle cell anemia,2024-10-01
127041004,Sickle cell-beta-thalassemia,2024-10-01
127041004,Sickle cell-beta-thalassemia,2024-10-01
127042006,Sickle cell-beta^+^-thalassemia,2024-10-01
127042006,Sickle cell-beta^+^-thalassemia,2024-10-01
127042006,Sickle cell-beta^+^-thalassemia,2024-10-01
127043001,Sickle cell-beta^0^-thalassemia,2024-10-01
127043001,Sickle cell-beta^0^-thalassemia,2024-10-01
127044007,Sickle cell-delta beta^0^-thalassemia,2024-10-01
127044007,Sickle cell-delta beta^0^-thalassemia,2024-10-01
127045008,Sickle cell anemia with coexistent alpha-thalassemia,2024-10-01
127045008,Sickle cell anemia with coexistent alpha-thalassemia,2024-10-01
127046009,Sickle cell trait with coexistent alpha-thalassemia,2024-10-01
127046009,Sickle cell trait with coexistent alpha-thalassemia,2024-10-01
127047000,Sickle cell-hemoglobin Lepore disease,2024-10-01
127048005,Sickle cell-Hemoglobin O Arab disease,2024-10-01
127049002,Primary (idiopathic) autoimmune hemolytic anemia,2024-10-01
127049002,Primary (idiopathic) autoimmune hemolytic anemia,2024-10-01
127050002,Secondary autoimmune hemolytic anemia,2024-10-01
127050002,Secondary autoimmune hemolytic anemia,2024-10-01
127051003,Primary (idiopathic) warm autoimmune hemolytic anemia,2024-10-01
127051003,Primary (idiopathic) warm autoimmune hemolytic anemia,2024-10-01
127052005,Secondary warm autoimmune hemolytic anemia,2024-10-01
127052005,Secondary warm autoimmune hemolytic anemia,2024-10-01
127053000,Post-infectious cold agglutinin disease,2024-10-01
127053000,Post-infectious cold agglutinin disease,2024-10-01
127054006,Cold agglutinin disease due to Epstein-Barr virus infection,2024-10-01
127054006,Cold agglutinin disease due to Epstein-Barr virus infection,2024-10-01
127055007,Chronic cold agglutinin disease,2024-10-01
127055007,Chronic cold agglutinin disease,2024-10-01
127056008,Chronic cold agglutinin disease associated with B-cell neoplasm,2024-10-01
127057004,Paroxysmal cold hemoglobinuria,2024-10-01
127057004,Paroxysmal cold hemoglobinuria,2024-10-01
127058009,Paroxysmal cold hemoglobinuria associated with tertiary syphilis,2024-10-01
127058009,Paroxysmal cold hemoglobinuria associated with tertiary syphilis,2024-10-01
127059001,Drug-induced immune hemolytic anemia,2024-10-01
127059001,Drug-induced immune hemolytic anemia,2024-10-01
127060006,"Drug-induced immune hemolytic anemia, hapten type",2024-10-01
127060006,"Drug-induced immune hemolytic anemia, hapten type",2024-10-01
127061005,"Autoimmune hemolytic anemia, categorized by antibody class AND/OR complement",2024-10-01
127062003,Erythrocytosis,2024-10-01
127062003,Erythrocytosis,2024-10-01
127063008,Erythrocytosis due to cyanotic congenital heart disease,2024-10-01
127063008,Erythrocytosis due to cyanotic congenital heart disease,2024-10-01
127064002,Chronic carbon monoxide intoxication,2024-10-01
127064002,Chronic carbon monoxide intoxication,2024-10-01
127065001,Familial erythrocytosis due to diphosphoglycerate mutase deficiency,2024-10-01
127065001,Familial erythrocytosis due to diphosphoglycerate mutase deficiency,2024-10-01
127066000,Familial polycythemia vera,2024-10-01
127066000,Familial polycythemia vera,2024-10-01
127067009,Stress neutrophilia,2024-10-01
127067009,Stress neutrophilia,2024-10-01
127068004,Histiocytic syndrome,2024-10-01
127068004,Histiocytic syndrome,2024-10-01
127069007,Hemophagocytic syndrome,2024-10-01
127069007,Hemophagocytic syndrome,2024-10-01
127070008,Malignant histiocytic disorder,2024-10-01
127070008,Malignant histiocytic disorder,2024-10-01
127071007,Immunoproliferative disorder,2024-10-01
127071007,Immunoproliferative disorder,2024-10-01
127072000,Allergic disorder,2024-10-01
127072000,Allergic disorder,2024-10-01
127073005,Disorder of hemostasis,2024-10-01
127073005,Disorder of hemostasis,2024-10-01
127074004,Superficial lymphadenopathy,2024-10-01
127074004,Superficial lymphadenopathy,2024-10-01
127075003,Deep lymphadenopathy,2024-10-01
127075003,Deep lymphadenopathy,2024-10-01
127076002,Occipital lymphadenopathy,2024-10-01
127076002,Occipital lymphadenopathy,2024-10-01
127077006,Posterior auricular lymphadenopathy,2024-10-01
127077006,Posterior auricular lymphadenopathy,2024-10-01
127078001,Anterior auricular lymphadenopathy,2024-10-01
127078001,Anterior auricular lymphadenopathy,2024-10-01
127079009,Inferior auricular lymphadenopathy,2024-10-01
127079009,Inferior auricular lymphadenopathy,2024-10-01
127080007,Parotid lymphadenopathy,2024-10-01
127080007,Parotid lymphadenopathy,2024-10-01
127081006,Facial lymphadenopathy,2024-10-01
127081006,Facial lymphadenopathy,2024-10-01
127082004,Submandibular lymphadenopathy,2024-10-01
127082004,Submandibular lymphadenopathy,2024-10-01
127083009,Submental lymphadenopathy,2024-10-01
127083009,Submental lymphadenopathy,2024-10-01
127084003,Mandibular lymphadenopathy,2024-10-01
127084003,Mandibular lymphadenopathy,2024-10-01
127085002,Submaxillary lymphadenopathy,2024-10-01
127085002,Submaxillary lymphadenopathy,2024-10-01
127086001,Cervical lymphadenopathy,2024-10-01
127086001,Cervical lymphadenopathy,2024-10-01
127087005,Lateral cervical lymphadenopathy,2024-10-01
127087005,Lateral cervical lymphadenopathy,2024-10-01
127088000,Supraclavicular lymphadenopathy,2024-10-01
127088000,Supraclavicular lymphadenopathy,2024-10-01
127089008,Jugular lymphadenopathy,2024-10-01
127089008,Jugular lymphadenopathy,2024-10-01
127090004,Anterior cervical lymphadenopathy,2024-10-01
127090004,Anterior cervical lymphadenopathy,2024-10-01
127091000,Retropharyngeal lymphadenopathy,2024-10-01
127091000,Retropharyngeal lymphadenopathy,2024-10-01
127092007,Prelaryngeal lymphadenopathy,2024-10-01
127092007,Prelaryngeal lymphadenopathy,2024-10-01
127093002,Delphian lymphadenopathy,2024-10-01
